feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
-0.008264254535999497,0.0042068012773088465,0.0017232513956428205,-0.003605527081293987,0.002354114609237462,-0.0007794932814673847,0.0,0.052678458487585275,0.0,0.0008780635414420513,0.008682580306354794,0.004883071309421207,0.0037612015925119536,-0.002687925307563996,0.002135597830754711,0.002942454377884132,0.001247326929882006,0.004018712983931095,-0.002321520325029267,-0.0007671064329333593,0.005451570877805351,9.845977074290913e-07,0.0005540930950833883,0.0,-0.004912867694416394,0.0,0.008881792478205173,-0.00033389949518459886,-0.0007531707726884697,0.0003606294655273706,0.0,-0.0020945918131619655,0.00444337568639094,0.0,0.0010092335456138239,0.0,0.0,-0.015057388772256675,0.0,-0.006371369273372692,0.0,0.0010104471351951416,0.0,0.0,0.0,0.0016999522629193957,0.0012889684445299351,-0.0010583541485792568,0.019110496221877833,0.020295785699376102,-0.002030755462672805,0.018168769148734026,-0.04337230592017165,-0.010027590753497871,-0.0046433410830795715,-0.0034159768992744755,0.003962350142275679,0.01121840245342473,0.0,-0.0852281229286975,0.0,0.0,0.0,0.0,0.017981720826057347,0.0006361497902005284,0.0
0.008677746560424564,-0.002281998918857442,-0.0005633461652323702,-0.009261240889085465,0.009095219136200034,0.0033272824007823387,0.0,0.002805114090657279,0.0,0.0009707104883095119,0.001927091572841172,0.03338669510882612,-0.005381240853883823,-0.008474930826574583,0.002539664799813196,0.005229244550795547,-0.0039246903546154375,0.01216646647439828,0.10118442759221632,0.00173745688796042,0.003606552928686141,-0.0014210362336598225,-0.00023438307389411772,0.0,3.342665918905641e-05,0.0,0.0010558025242062286,0.000505633478518569,0.0010494703948497775,-0.0010902391341514883,0.0,-0.001508888185024243,0.005828616801649334,0.0,-0.0019432409811706685,0.0,0.0,-0.008452970743179333,0.0,-0.002086673762009006,0.0,-0.002352131469175206,0.0,0.0,0.0,0.0039947920814156325,0.004811115547548978,-0.017464931935099653,0.008531742186365926,0.011469458618807429,-0.0033673380533127796,0.012745311904432021,0.00861758566368372,-0.0075875946069136335,-0.003368471086025232,-0.01801725293432538,-0.006304767296867808,0.017709683450520246,0.0,0.10933642156434006,0.0,0.0,0.0,0.0,0.021552033313552564,-0.0023966653523966597,0.0
-0.007198415743187076,-0.00121651491161901,0.0018173418899681993,-0.014768295111367485,0.007089876132742501,0.000550001866391997,0.0,0.0019053034449065143,0.0,0.00030920815286264447,0.0035943214443977965,0.0014702854966744893,0.0013249205960237265,-0.010579750771634283,0.0012989557564724251,0.0054512163474282616,0.00019480872713031338,0.003756291417528634,-0.013477453512256049,0.0035366341657936534,0.01067370241880416,0.1014545994076523,-0.00020219359549619175,0.0,0.005474650841914808,0.0,0.003424282486317687,-0.0016151358950883237,0.0011960037052631378,0.0010507042433600955,0.0,7.555460929868918e-05,0.005792473065666837,0.0,0.0031831876805808817,0.0,0.0,-0.00685995674133299,0.0,0.0013762651483120807,0.0,-0.001013620897196249,0.0,0.0,0.0,0.0037321829367429004,0.0036930424040183428,-0.007770438168506216,-0.014386435380058255,0.03830561204063658,-0.0006711301850273243,0.03202895098339022,0.005086186406668291,-0.014844964247196914,-0.004812102654948839,-0.0204043505046866,-0.006197582417851658,0.023503433144654633,0.0,0.23223698783525445,0.0,0.0,0.0,0.0,0.014205896083226532,-0.0008500547102885337,0.0
0.12818071210167598,-0.0015177622394112384,4.4339548238439554e-05,-0.009920907365623862,0.0013223096424516301,-0.00012341911911731285,0.0,0.0016408951046703786,0.0,0.00047669253257456303,0.002560760806802148,-0.0002750531299971166,-0.000752358829709919,-0.002497472487390043,0.0010238682563649514,0.0002734164627618038,-0.003516278752125812,0.006343873803109831,-7.553551264573438e-05,0.0001767810136079767,8.390891924500016e-05,-0.00015800198353826955,0.0008571622262710215,0.0,0.0024834871721523656,0.0,0.0012393241430836601,-0.0016442981595173461,-0.000914202705025681,0.00044155155391490395,0.0,-0.002161927074193948,0.0044621910692039775,0.0,0.00018868651079538556,0.0,0.0,-0.013020636104047292,0.0,-0.0023652427951629112,0.0,0.0015562444105744436,0.0,0.0,0.0,0.0018859332930296735,0.002625940093072136,0.0005296697054223518,-0.01461616868456824,0.023034071821438615,0.0009318870665224494,0.00908383928762949,-0.04281854023033378,-0.006134381647498225,-0.003927895652130251,-0.016817230813810063,0.0009717815969306626,0.012355286032221423,0.0,-0.044118809823274804,0.0,0.0,0.0,0.0,0.0030535209238051323,0.000391936601547066,0.0
0.15127275249157407,-0.0007078023785725196,0.0015214421279233642,0.030040343093215148,0.004186231810896991,-0.0010782827093494206,0.0,0.004383449086295605,0.0,0.0006544657273903534,0.0019983309554518353,0.0009145762183470685,0.0006274915822462063,-0.003579843176528813,0.0002905458172317632,0.0003735863238107373,-0.0030053525045514147,0.006233772735280458,-0.01571319730184041,-0.0007154339328408206,0.003547555073339019,-8.617378864438641e-05,0.0011847163909599668,0.0,0.0008252378894193612,0.0,0.00710647027508822,-0.0005811912035569577,0.001009644715249189,9.3935739481818e-05,0.0,-0.0012319910237565596,0.004664920470677313,0.0,0.0005196684902766646,0.0,0.0,-0.012320739783346652,0.0,-0.0016640730595609,0.0,-0.0034392572902143094,0.0,0.0,0.0,0.002273992907721549,0.002974391601514069,-0.0051138538513765515,-0.0036156917538425646,0.009762922403183445,0.0022677384583625975,-0.13541577415873568,0.005752128297928721,-0.009050958365318374,-0.002561652809381475,-0.007078585852621455,-0.0007561919338077164,0.0006666345903288143,0.0,-0.057794849881116626,0.0,0.0,0.0,0.0,-0.010694844045153362,0.0004942041104659372,0.0
-0.00963266501761973,-0.009771512188017363,-0.0014251269083470088,-0.01037271009222605,0.003361931571583758,-0.0010633362989850548,0.0,0.004535267678446199,0.0,0.0004962486384781376,-0.0017717632070416614,-0.001239934825338422,-0.010513780103184444,0.0005957268998026836,-0.0021882043669466055,0.002527436161297371,-0.002752521841786816,0.005118673911141786,0.03140075000963137,-0.0007367776408791534,0.005222336575388914,-0.000832119028549648,-0.0022863398048417896,0.0,-0.0014408404363636176,0.0,0.0022069601000985054,-0.007821938181295994,-0.2515656363473866,0.0016074662932078292,0.0,-0.0032231770642101947,0.00358639385923743,0.0,0.0007129052383242982,0.0,0.0,-0.011038717865943907,0.0,0.0010589021474006575,0.0,-0.0035370111986994593,0.0,0.0,0.0,0.0014846182242035737,0.002369589353160351,-0.006481929685454241,0.0035878579051171118,0.02082230034607711,-0.0006255376223089054,0.010483377453084993,0.0004471550500020474,0.0015260525270838446,-0.0002499264273792587,-0.027181761264222594,-0.0013960439106012821,0.006781916735649207,0.0,0.01138938399964232,0.0,0.0,0.0,0.0,0.009456868115801669,-0.0006930907862260909,0.0
-0.0019063914297148738,-0.002107510372996317,-0.00256730165751651,-0.013068077362841208,0.023434631234788294,0.0021087862010760808,0.0,0.0019137824330861697,0.0,0.002251334268286556,0.009002844504022504,-0.0011099149920046313,0.007992230611700272,-0.0016950354501605105,0.002301895388111014,0.0030241364974353925,-0.004223873523995281,0.006543945911784557,-0.0115713365591364,0.0021578869260847526,0.006323725190944965,-0.00024219182319938637,0.0019429088121619919,0.0,0.006260347411449837,0.0,0.0011481606347952104,0.0026836103750392777,0.0009812580884900114,0.00047490477771497885,0.0,-0.0012526295706629747,0.0054461851622909325,0.0,0.0011044881732668848,0.0,0.0,-0.006810323774814608,0.0,0.007199576813705794,0.0,-0.0030110659273341277,0.0,0.0,0.0,0.0028993094954639586,0.002735767513047904,0.041697318937275366,-0.028905037657453003,0.034432569187015524,0.001543329010012473,0.009528448370475163,0.007163609763956624,-0.013535510227084172,0.1957631795555749,-0.016340313485008893,-0.002884737483317522,0.015643135428809275,0.0,-0.06848505163728691,0.0,0.0,0.0,0.0,-0.00013688940837408431,0.0021785852888133394,0.0
-0.011607715162987014,0.003584127963462381,-0.0023561016611638418,-0.013435444825649031,-0.0011621965742604763,-0.0012459056932561895,0.0,0.0014600436071104052,0.0,0.000606228996297197,0.0014543638895265745,-0.0031714513754882274,7.656439470952572e-05,-0.003107484375766945,-0.007712468224211397,0.0002838594428612849,-0.0036417459315707607,0.003031113744704314,-0.02456530679328716,-0.00040954055805924005,-0.006531648209318519,4.4142435712273084e-05,-0.00020952699633505862,0.0,-7.899270842647394e-05,0.0,0.0023200595343369035,-0.0006508794880188996,0.0007569363518850809,0.00020008088482934195,0.0,-0.001297153660096234,1.2286331793776722e-06,0.0,6.809071931638744e-05,0.0,0.0,-0.008728420748142526,0.0,-0.0027746427587344176,0.0,0.0004153432216068193,0.0,0.0,0.0,0.0014593448985833562,-0.0049267161511816196,-0.013288157287937979,-0.005714967989469132,0.005597981310124718,7.52859019439737e-05,0.003480563809987603,0.0025673791363628345,-0.0063413926236298695,-0.004955503070192211,-0.013149437189426497,0.0005418626310372548,0.0025673590130706513,-0.0471752214667466,-0.12264575848874495,0.0,0.0,0.0,0.0,-0.004140930352345489,-0.00031584409903734936,0.0
-0.0013772514169613699,0.003317856401670738,-0.0010875592391821481,-0.01807505402050448,0.005481250297397456,0.0008514269597525104,0.00011507370093413738,0.0032575122869861637,0.0,0.0008131952123354546,-0.026964439083742676,0.008657826924230911,-5.054113259574944e-05,-0.0028640697009395754,0.002152629785472518,0.0053685711446742005,-0.0011687481603585182,0.011433426178649064,-0.008740256410499556,0.006896821041288137,0.004998050018562933,-0.00016911018511746035,0.0011693367377911212,0.0,0.006305722400510238,0.0,0.0006775335529236953,-0.00011960907420142941,0.004737288564443604,0.0017938198773772452,0.0,-0.002275477246032098,0.004095524002332235,0.0,0.0016964683292026218,0.0,0.0,-0.006879094481468201,0.0,0.007248306846115155,0.0,-0.0019390943460166371,0.0,0.0,0.0,0.003578271599486452,0.004027024832554138,0.05298236492220374,0.04539933036980899,0.029729412010264456,0.00025556204233248005,0.032011435850824846,0.0010625797242592577,0.0038840218635741498,-0.0011882534936303202,-0.018858044249820523,-0.003429366331485201,0.021647306893629214,0.0,0.20796971359707023,0.0,0.0,0.0,0.0,0.00931412590745182,0.00016346706915645325,0.0
-0.008809135491879713,-0.027680356075709234,-0.0049779640436172475,-0.019944493308197708,0.004345238692438869,0.0009965876568236998,0.0,0.004309103648222912,0.0,0.00017791879355690264,0.001620428022404649,0.00039484827837441006,-0.007492963597235761,-0.00643350627960172,-0.05381259650180491,0.001280467394593869,-0.002688326653558765,0.00689905258044606,-0.007077619961579326,-0.001175875890068709,0.008422683688811956,-0.0003496538992039805,0.001460499779819327,0.0,0.00299246886676246,0.0,0.0017608206842269353,-0.001759627700084815,0.002511773858219385,0.0007350864572217535,0.0,-0.002406341996975239,0.0038331019300967438,0.0,0.0014291860919620342,0.0,0.0,-0.009912012517452237,0.0,0.00773723014149072,0.0,-0.0026390008255839288,0.0,0.0,0.0,0.002398261721245945,0.0027094008373096585,0.0031055029865950908,0.02627986178032348,0.015760780515061256,0.0018859956040996662,0.01628781766674693,-0.04705493714107078,-0.01017294319655048,-0.004804902921430765,-0.012922074461854205,-0.0013547858348174513,0.010324198156862894,0.0,0.01986969398702338,0.0,0.0,0.0,0.0,0.0757154835806653,0.0009381075750010348,0.0
